,Store,Department,RMSE,Actual Average Weekly Sales,Accuracy,LM Used
574,8,8,1264.19,28178.47,0.9551,lm-3
575,8,9,2228.88,13581.46,0.8359,lm-1
576,8,10,2190.99,21214.97,0.8967,lm-1
577,8,11,2977.47,18780.18,0.8415,lm-1
578,8,12,781.33,8160.63,0.9043,lm-1
579,8,13,1213.27,25929.43,0.9532,lm-1
580,8,14,1019.75,9429.87,0.8919,lm-3
581,8,16,3549.24,15841.6,0.776,lm-1
582,8,17,1010.57,6756.46,0.8504,lm-1
583,8,18,915.81,4406.45,0.7922,lm-3
584,8,19,140.55,529.17,0.7344,lm-3
585,8,20,589.07,4151.22,0.8581,lm-1
586,8,21,310.38,3667.58,0.9154,lm-1
587,8,22,1162.39,7380.04,0.8425,lm-1
588,8,23,1909.24,14820.16,0.8712,lm-2
589,8,24,1965.81,4989.71,0.606,lm-1
590,8,25,816.04,6302.86,0.8705,lm-1
591,8,26,1169.41,4816.88,0.7572,lm-3
592,8,27,272.15,777.14,0.6498,lm-1
593,8,28,56.17,201.35,0.721,lm-1
594,8,29,391.59,2475.12,0.8418,lm-1
595,8,30,352.65,2126.15,0.8341,lm-2
596,8,31,722.52,1865.21,0.6126,lm-3
597,8,32,932.87,4331.05,0.7846,lm-3
598,8,33,2098.71,6486.43,0.6764,lm-1
599,8,34,837.49,7437.09,0.8874,lm-2
600,8,35,327.47,1492.36,0.7806,lm-3
601,8,36,423.19,723.31,0.4149,lm-2
602,8,37,314.77,2056.81,0.847,lm-1
603,8,38,5957.65,61463.98,0.9031,lm-1
604,8,40,2945.06,38108.51,0.9227,lm-1
605,8,41,532.62,1614.58,0.6701,lm-1
606,8,42,557.57,5311.05,0.895,lm-3
607,8,44,691.07,3638.06,0.81,lm-3
608,8,45,0.5,11.97,0.9582,lm-1
609,8,46,1469.85,17611.15,0.9165,lm-1
610,8,47,error,error,error,error
611,8,48,error,error,error,error
612,8,49,685.55,2243.05,0.6944,lm-1
613,8,51,error,error,error,error
614,8,52,272.49,1345.72,0.7975,lm-2
615,8,54,76.99,34.42,-1.2371,lm-2
616,8,55,678.38,5219.63,0.87,lm-1
617,8,56,566.21,2134.19,0.7347,lm-1
618,8,58,439.31,916.56,0.5207,lm-1
619,8,59,73.45,153.7,0.5221,lm-1
620,8,60,70.55,226.89,0.6891,lm-1
621,8,67,461.87,4565.46,0.8988,lm-1
622,8,71,611.58,1903.91,0.6788,lm-2
623,8,72,7285.41,31929.25,0.7718,lm-3
624,8,74,1366.42,9266.04,0.8525,lm-2
625,8,77,error,error,error,error
626,8,78,error,error,error,error
627,8,79,2083.69,21793.78,0.9044,lm-1
628,8,80,450.59,9424.06,0.9522,lm-3
629,8,81,486.89,12632.72,0.9615,lm-1
630,8,82,1005.89,14183.02,0.9291,lm-2
631,8,83,277.17,2595.13,0.8932,lm-1
632,8,85,336.61,1855.48,0.8186,lm-1
633,8,87,2617.23,25272.61,0.8964,lm-1
634,8,90,2036.38,40237.8,0.9494,lm-1
635,8,91,1243.04,31613.91,0.9607,lm-2
636,8,92,2808.69,62806.84,0.9553,lm-3
637,8,93,1737.02,29952.55,0.942,lm-1
638,8,94,1703.86,26316.96,0.9353,lm-1
639,8,95,1725.32,65059.82,0.9735,lm-1
640,8,96,error,error,error,error
641,8,97,855.08,17831.21,0.952,lm-1
642,8,98,690.52,6959.93,0.9008,lm-1
643,8,99,1863.96,45.03,-40.3945,lm-1
644,8,39,error,error,error,error
645,8,50,error,error,error,error
646,8,43,error,error,error,error
647,8,65,error,error,error,error
648,9,1,1071.38,11550.76,0.9072,lm-3
649,9,2,1049.82,26513.46,0.9604,lm-3
650,9,3,6476.16,10684.36,0.3939,lm-1
651,9,4,1035.13,18363.14,0.9436,lm-3
652,9,5,3052.73,16732.31,0.8176,lm-1
653,9,6,728.63,1929.6,0.6224,lm-3
654,9,7,2088.32,12962.7,0.8389,lm-1
655,9,8,1385.6,23509.26,0.9411,lm-3
656,9,9,2798.3,15803.6,0.8229,lm-1
657,9,10,1160.35,14207.55,0.9183,lm-1
658,9,11,2582.62,16424.53,0.8428,lm-1
659,9,12,846.31,7459.56,0.8865,lm-1
660,9,13,1516.03,23612.27,0.9358,lm-1
661,9,14,951.0,6704.06,0.8581,lm-1
662,9,16,1762.56,9183.94,0.8081,lm-1
663,9,17,677.7,5229.23,0.8704,lm-3
664,9,18,863.57,2070.56,0.5829,lm-3
665,9,19,331.4,1355.51,0.7555,lm-1
666,9,20,606.4,2756.61,0.78,lm-1
667,9,21,313.57,3190.33,0.9017,lm-1
668,9,22,1160.92,5772.0,0.7989,lm-1
669,9,23,1899.83,12003.77,0.8417,lm-3
670,9,24,1190.79,2805.19,0.5755,lm-1
671,9,25,712.58,4603.02,0.8452,lm-3
672,9,26,898.06,3930.5,0.7715,lm-3
673,9,27,150.23,605.48,0.7519,lm-2
674,9,28,77.65,170.84,0.5455,lm-1
675,9,29,568.07,1969.71,0.7116,lm-1
676,9,30,183.81,1570.34,0.8829,lm-3
677,9,31,653.22,950.19,0.3125,lm-1
678,9,32,654.67,3471.85,0.8114,lm-3
679,9,33,1009.81,3214.3,0.6858,lm-1
680,9,34,1127.62,4972.85,0.7732,lm-1
681,9,35,375.49,1084.37,0.6537,lm-1
682,9,36,293.65,530.3,0.4463,lm-1
683,9,37,error,error,error,error
684,9,38,15835.62,68744.38,0.7696,lm-1
685,9,40,1325.16,29142.08,0.9545,lm-1
686,9,41,334.5,1342.41,0.7508,lm-1
687,9,42,681.36,3349.1,0.7966,lm-1
688,9,44,635.64,3775.9,0.8317,lm-1
689,9,45,error,error,error,error
690,9,46,698.9,7179.0,0.9026,lm-3
691,9,47,error,error,error,error
692,9,48,724.3,996.22,0.2729,lm-2
693,9,49,32.96,28.05,-0.1748,lm-3
694,9,51,error,error,error,error
695,9,52,242.05,1674.56,0.8555,lm-3
696,9,54,21.66,32.0,0.323,lm-1
697,9,55,1107.33,6677.55,0.8342,lm-1
698,9,56,398.44,847.99,0.5301,lm-2
699,9,58,error,error,error,error
700,9,59,53.75,-7.42,8.2399,lm-3
701,9,60,29.79,87.16,0.6582,lm-1
702,9,67,364.47,3011.79,0.879,lm-1
703,9,71,520.81,1089.58,0.522,lm-1
704,9,72,7438.7,28690.37,0.7407,lm-1
705,9,74,797.01,7655.02,0.8959,lm-1
706,9,77,error,error,error,error
707,9,78,error,error,error,error
708,9,79,1056.97,13053.59,0.919,lm-1
709,9,80,33.86,2.82,-11.0061,lm-1
710,9,81,123.86,2587.47,0.9521,lm-1
711,9,82,953.84,10341.32,0.9078,lm-3
712,9,83,error,error,error,error
713,9,85,237.74,789.5,0.6989,lm-1
714,9,87,1835.22,15995.36,0.8853,lm-3
715,9,90,170.81,3255.66,0.9475,lm-3
716,9,91,206.61,1078.42,0.8084,lm-3
717,9,92,993.03,17553.82,0.9434,lm-1
718,9,93,error,error,error,error
719,9,94,382.68,110.25,-2.471,lm-1
720,9,95,2519.85,36199.1,0.9304,lm-1
721,9,96,470.22,3995.71,0.8823,lm-1
722,9,97,error,error,error,error
723,9,98,error,error,error,error
724,9,99,error,error,error,error
725,9,39,error,error,error,error
726,9,50,error,error,error,error
727,9,43,error,error,error,error
728,9,65,error,error,error,error
729,10,1,2009.72,30947.87,0.9351,lm-3
730,10,2,3857.02,105283.21,0.9634,lm-3
731,10,3,14935.33,43796.47,0.659,lm-3
732,10,4,2220.86,46748.16,0.9525,lm-1
733,10,5,9300.89,42365.64,0.7805,lm-1
734,10,6,1323.62,7044.12,0.8121,lm-1
735,10,7,5415.69,45594.11,0.8812,lm-2
736,10,8,3256.59,85262.1,0.9618,lm-1
737,10,9,6917.09,62684.34,0.8897,lm-3
738,10,10,2635.46,49757.85,0.947,lm-2
739,10,11,2848.44,32022.37,0.911,lm-2
740,10,12,540.22,9023.21,0.9401,lm-1
741,10,13,3109.42,61471.17,0.9494,lm-3
742,10,14,2849.33,36007.47,0.9209,lm-3
743,10,16,3028.0,27695.72,0.8907,lm-1
744,10,17,2055.26,26085.21,0.9212,lm-3
745,10,18,4344.82,8811.58,0.5069,lm-1
746,10,19,453.69,2765.93,0.836,lm-1
747,10,20,1049.08,15251.5,0.9312,lm-1
748,10,21,598.54,8522.55,0.9298,lm-1
749,10,22,1844.63,23963.1,0.923,lm-1
750,10,23,5669.77,62421.81,0.9092,lm-2
751,10,24,5802.07,15385.51,0.6229,lm-3
752,10,25,2409.46,19062.63,0.8736,lm-1
753,10,26,1478.65,14636.43,0.899,lm-1
754,10,27,656.46,3826.08,0.8284,lm-3
755,10,28,140.81,871.7,0.8385,lm-1
756,10,29,1380.97,15495.71,0.9109,lm-1
757,10,30,1176.52,10121.32,0.8838,lm-1
758,10,31,2051.62,6698.91,0.6937,lm-3
759,10,32,2402.7,17484.57,0.8626,lm-3
760,10,33,4772.19,14256.84,0.6653,lm-3
761,10,34,2362.58,39204.25,0.9397,lm-1
762,10,35,1618.57,7494.52,0.784,lm-1
763,10,36,656.67,3072.6,0.7863,lm-1
764,10,37,208.62,3699.56,0.9436,lm-1
765,10,38,6848.96,83363.46,0.9178,lm-1
766,10,40,4424.18,95301.58,0.9536,lm-1
767,10,41,2066.42,14274.82,0.8552,lm-3
768,10,42,781.82,11747.61,0.9334,lm-1
769,10,44,1046.39,8797.74,0.8811,lm-1
770,10,45,9.64,10.47,0.0789,lm-3
771,10,46,2030.6,50823.58,0.96,lm-3
772,10,47,193.52,-66.75,3.8992,lm-3
773,10,48,1504.47,3350.16,0.5509,lm-2
774,10,49,2033.2,20284.49,0.8998,lm-1
775,10,51,error,error,error,error
776,10,52,790.75,4081.04,0.8062,lm-2
777,10,54,73.8,79.4,0.0705,lm-2
778,10,55,2335.8,13062.22,0.8212,lm-1
779,10,56,256.39,776.13,0.6697,lm-1
780,10,58,1772.3,4509.74,0.607,lm-2
781,10,59,126.26,272.14,0.5361,lm-1
782,10,60,76.22,503.05,0.8485,lm-1
783,10,67,735.56,10466.33,0.9297,lm-3
784,10,71,1999.59,15375.21,0.8699,lm-1
785,10,72,22534.45,109254.14,0.7937,lm-1
786,10,74,3211.98,38802.03,0.9172,lm-3
787,10,77,error,error,error,error
788,10,78,error,error,error,error
789,10,79,3744.78,35327.79,0.894,lm-1
790,10,80,238.65,357.89,0.3332,lm-1
791,10,81,315.33,10124.3,0.9689,lm-1
792,10,82,2194.82,22295.16,0.9016,lm-2
793,10,83,49.98,242.69,0.794,lm-1
794,10,85,626.62,2718.69,0.7695,lm-1
795,10,87,2894.93,29541.67,0.902,lm-3
796,10,90,529.51,14233.32,0.9628,lm-2
797,10,91,918.93,12040.92,0.9237,lm-1
798,10,92,2571.3,51827.42,0.9504,lm-1
799,10,93,209.82,1217.2,0.8276,lm-1
800,10,94,340.63,206.01,-0.6535,lm-1
801,10,95,2714.33,71479.28,0.962,lm-1
802,10,96,1029.73,12865.8,0.92,lm-3
803,10,97,254.64,5044.08,0.9495,lm-3
804,10,98,293.85,348.02,0.1556,lm-1
805,10,99,error,error,error,error
806,10,39,error,error,error,error
807,10,50,459.18,4351.68,0.8945,lm-1
808,10,43,error,error,error,error
809,10,65,error,error,error,error
810,11,1,1379.8,16751.25,0.9176,lm-1
811,11,2,4685.9,56725.07,0.9174,lm-1
812,11,3,8874.35,25801.78,0.6561,lm-2
813,11,4,1802.64,29629.71,0.9392,lm-3
814,11,5,4873.39,30898.8,0.8423,lm-1
815,11,6,1404.91,3468.0,0.5949,lm-1
816,11,7,6452.14,30078.72,0.7855,lm-1
817,11,8,1315.83,35394.24,0.9628,lm-2
818,11,9,1193.04,18411.41,0.9352,lm-3
819,11,10,2185.39,25688.53,0.9149,lm-1
820,11,11,2335.65,16851.68,0.8614,lm-1
821,11,12,443.33,4261.67,0.896,lm-1
822,11,13,2570.32,42838.73,0.94,lm-1
823,11,14,2408.69,23198.18,0.8962,lm-2
824,11,16,1532.97,12808.28,0.8803,lm-1
825,11,17,1475.69,13033.8,0.8868,lm-2
826,11,18,2273.7,6687.22,0.66,lm-1
827,11,19,24198.07,1636.67,-13.785,lm-1
828,11,20,972.52,9810.36,0.9009,lm-1
829,11,21,504.83,6962.39,0.9275,lm-3
830,11,22,1573.95,15567.96,0.8989,lm-1
831,11,23,3289.87,32715.09,0.8994,lm-1
832,11,24,2655.76,9353.6,0.7161,lm-1
833,11,25,1836.14,11550.33,0.841,lm-1
834,11,26,1644.45,9830.85,0.8327,lm-2
835,11,27,318.17,2067.08,0.8461,lm-3
836,11,28,102.41,691.0,0.8518,lm-3
837,11,29,801.39,8095.47,0.901,lm-2
838,11,30,1271.31,5737.21,0.7784,lm-1
839,11,31,1093.11,3064.63,0.6433,lm-3
840,11,32,1480.82,8839.96,0.8325,lm-3
841,11,33,1881.11,8575.49,0.7806,lm-1
842,11,34,1854.08,20570.3,0.9099,lm-2
843,11,35,685.46,3722.46,0.8159,lm-2
844,11,36,495.48,2269.8,0.7817,lm-1
845,11,37,391.88,4193.64,0.9066,lm-1
846,11,38,9108.44,68195.75,0.8664,lm-1
847,11,40,2044.06,54556.29,0.9625,lm-1
848,11,41,485.46,1227.76,0.6046,lm-1
849,11,42,678.58,6762.45,0.8997,lm-1
850,11,44,1351.99,6273.88,0.7845,lm-1
851,11,45,error,error,error,error
852,11,46,2062.62,27226.83,0.9242,lm-1
853,11,47,133.5,15.2,-7.7828,lm-3
854,11,48,error,error,error,error
855,11,49,927.08,8441.7,0.8902,lm-1
856,11,51,4.67,-3.0,2.5565,lm-1
857,11,52,1061.1,2803.18,0.6215,lm-1
858,11,54,50.97,58.26,0.1252,lm-1
859,11,55,1901.64,8605.94,0.779,lm-1
860,11,56,386.84,1077.92,0.6411,lm-1
861,11,58,1161.02,2377.0,0.5116,lm-1
862,11,59,97.48,316.55,0.6921,lm-1
863,11,60,109.27,196.11,0.4428,lm-1
864,11,67,533.06,8149.0,0.9346,lm-1
865,11,71,1573.23,11215.99,0.8597,lm-1
866,11,72,12035.97,69011.32,0.8256,lm-3
867,11,74,2301.93,22294.4,0.8967,lm-1
868,11,77,473.46,-11.88,40.8532,lm-1
869,11,78,1.0,3.0,0.6667,lm-1
870,11,79,3044.07,31543.4,0.9035,lm-2
871,11,80,807.89,14255.5,0.9433,lm-1
872,11,81,542.27,13159.83,0.9588,lm-1
873,11,82,2086.73,22720.82,0.9082,lm-3
874,11,83,337.95,3250.59,0.896,lm-1
875,11,85,422.74,1628.08,0.7403,lm-1
876,11,87,1888.38,17890.07,0.8944,lm-1
877,11,90,2567.19,49777.99,0.9484,lm-3
878,11,91,2024.18,41874.2,0.9517,lm-1
879,11,92,3762.36,79916.81,0.9529,lm-1
880,11,93,2008.06,34035.27,0.941,lm-2
881,11,94,1893.42,40416.97,0.9532,lm-1
882,11,95,4168.91,80136.74,0.948,lm-1
883,11,96,1630.34,21765.63,0.9251,lm-1
884,11,97,892.57,17234.58,0.9482,lm-1
885,11,98,785.23,8324.54,0.9057,lm-2
886,11,99,633.15,64.44,-8.8259,lm-1
887,11,39,error,error,error,error
888,11,50,error,error,error,error
889,11,43,error,error,error,error
890,11,65,error,error,error,error
891,12,1,920.17,14045.43,0.9345,lm-3
892,12,2,3591.0,76533.38,0.9531,lm-1
893,12,3,3129.46,25374.92,0.8767,lm-1
894,12,4,1530.27,26413.88,0.9421,lm-1
895,12,5,3869.71,20671.16,0.8128,lm-1
896,12,6,1327.66,4255.72,0.688,lm-1
897,12,7,3920.04,27710.92,0.8585,lm-1
898,12,8,2203.51,41143.15,0.9464,lm-1
899,12,9,2090.66,18916.98,0.8895,lm-3
900,12,10,1542.5,18619.01,0.9172,lm-1
901,12,11,2054.94,16975.82,0.8789,lm-1
902,12,12,394.69,4501.18,0.9123,lm-1
903,12,13,1678.92,45328.77,0.963,lm-1
904,12,14,1665.0,17540.6,0.9051,lm-1
905,12,16,1189.47,7370.68,0.8386,lm-1
906,12,17,1353.08,10841.27,0.8752,lm-3
907,12,18,2603.9,5483.14,0.5251,lm-1
908,12,19,546.17,2810.22,0.8056,lm-1
909,12,20,929.87,6474.4,0.8564,lm-1
910,12,21,404.11,3940.65,0.8975,lm-2
911,12,22,1312.35,9039.75,0.8548,lm-1
912,12,23,2589.7,36865.13,0.9298,lm-1
913,12,24,1960.62,12054.82,0.8374,lm-1
914,12,25,2444.68,18620.14,0.8687,lm-1
915,12,26,2294.45,12769.57,0.8203,lm-2
916,12,27,308.58,1733.52,0.822,lm-3
917,12,28,172.19,619.61,0.7221,lm-1
918,12,29,1281.81,6656.88,0.8074,lm-1
919,12,30,792.29,5241.1,0.8488,lm-1
920,12,31,1099.0,4297.25,0.7443,lm-3
921,12,32,1043.12,7836.9,0.8669,lm-3
922,12,33,1913.29,10450.04,0.8169,lm-3
923,12,34,3226.61,22061.9,0.8537,lm-1
924,12,35,446.16,2415.21,0.8153,lm-3
925,12,36,1628.29,1532.34,-0.0626,lm-1
926,12,37,error,error,error,error
927,12,38,9229.91,56127.03,0.8356,lm-2
928,12,40,2093.56,48310.51,0.9567,lm-1
929,12,41,365.9,1030.14,0.6448,lm-3
930,12,42,494.59,6601.99,0.9251,lm-1
931,12,44,594.29,6809.82,0.9127,lm-3
932,12,45,110.06,7.98,-12.7921,lm-2
933,12,46,2978.15,33966.9,0.9123,lm-1
934,12,47,error,error,error,error
935,12,48,error,error,error,error
936,12,49,17.52,22.27,0.2131,lm-2
937,12,51,error,error,error,error
938,12,52,684.65,3080.05,0.7777,lm-1
939,12,54,46.11,34.17,-0.3494,lm-3
940,12,55,1779.25,9437.55,0.8115,lm-1
941,12,56,193.24,310.93,0.3785,lm-1
942,12,58,2780.72,3947.63,0.2956,lm-2
943,12,59,125.15,245.03,0.4892,lm-1
944,12,60,103.41,343.37,0.6988,lm-3
945,12,67,486.53,5399.11,0.9099,lm-1
946,12,71,813.69,7117.51,0.8857,lm-2
947,12,72,7281.51,47124.06,0.8455,lm-3
948,12,74,1388.38,15843.39,0.9124,lm-1
949,12,77,error,error,error,error
950,12,78,9.58,3.0,-2.194,lm-1
951,12,79,1317.73,42413.13,0.9689,lm-3
952,12,80,89.84,172.53,0.4793,lm-2
953,12,81,428.9,7268.76,0.941,lm-1
954,12,82,904.98,15699.89,0.9424,lm-3
955,12,83,68.37,241.39,0.7168,lm-3
956,12,85,465.05,1880.75,0.7527,lm-1
957,12,87,1693.43,13303.0,0.8727,lm-1
958,12,90,562.02,11685.4,0.9519,lm-2
959,12,91,644.15,6899.28,0.9066,lm-1
960,12,92,1726.83,24974.54,0.9309,lm-1
961,12,93,126.8,663.22,0.8088,lm-1
962,12,94,320.57,100.65,-2.1849,lm-1
963,12,95,2833.0,42905.33,0.934,lm-1
964,12,96,22.24,-0.1,221.2193,lm-1
965,12,97,219.74,2476.91,0.9113,lm-3
966,12,98,157.13,479.41,0.6722,lm-2
967,12,99,error,error,error,error
968,12,39,error,error,error,error
969,12,50,error,error,error,error
970,12,43,error,error,error,error
971,12,65,error,error,error,error
972,13,1,4401.19,40473.55,0.8913,lm-3
973,13,2,3534.9,78771.28,0.9551,lm-1
974,13,3,30368.0,38160.09,0.2042,lm-3
975,13,4,2518.14,46169.83,0.9455,lm-1
976,13,5,13058.1,44648.0,0.7075,lm-1
977,13,6,1563.9,5572.7,0.7194,lm-3
978,13,7,4571.05,50134.38,0.9088,lm-3
979,13,8,1809.4,36488.47,0.9504,lm-1
980,13,9,6892.1,47796.08,0.8558,lm-3
981,13,10,2876.31,33466.66,0.9141,lm-1
982,13,11,2378.95,21939.41,0.8916,lm-1
983,13,12,441.92,8619.48,0.9487,lm-1
984,13,13,2089.02,50569.02,0.9587,lm-1
985,13,14,3498.5,25165.36,0.861,lm-1
986,13,16,4023.98,20707.82,0.8057,lm-1
987,13,17,1677.26,16047.44,0.8955,lm-3
988,13,18,4775.7,13048.88,0.634,lm-1
989,13,19,1115.88,3109.91,0.6412,lm-1
990,13,20,1235.75,8912.82,0.8614,lm-1
991,13,21,666.43,7776.47,0.9143,lm-1
992,13,22,2330.69,16127.9,0.8555,lm-3
993,13,23,3872.6,30589.87,0.8734,lm-1
994,13,24,3935.16,11123.81,0.6462,lm-1
995,13,25,3606.71,15361.39,0.7652,lm-3
996,13,26,1527.7,12067.5,0.8734,lm-2
997,13,27,725.97,2690.87,0.7302,lm-1
998,13,28,340.08,1081.93,0.6857,lm-3
999,13,29,943.26,6090.72,0.8451,lm-1
1000,13,30,530.13,4546.81,0.8834,lm-3
1001,13,31,2241.11,5248.49,0.573,lm-2
1002,13,32,1090.95,10220.65,0.8933,lm-1
1003,13,33,3267.75,11703.58,0.7208,lm-2
1004,13,34,2477.81,21126.8,0.8827,lm-1
1005,13,35,565.0,3205.32,0.8237,lm-1
1006,13,36,5119.1,1158.6,-3.4183,lm-1
1007,13,37,348.2,3461.9,0.8994,lm-2
1008,13,38,5640.56,87979.02,0.9359,lm-1
1009,13,40,2905.74,79259.57,0.9633,lm-1
1010,13,41,613.12,2917.31,0.7898,lm-1
1011,13,42,448.51,8531.32,0.9474,lm-1
1012,13,44,881.43,9869.11,0.9107,lm-1
1013,13,45,15.28,25.69,0.4052,lm-2
1014,13,46,1357.85,41870.84,0.9676,lm-1
1015,13,47,339.66,-98.0,4.4659,lm-2
1016,13,48,768.34,966.0,0.2046,lm-1
1017,13,49,1534.4,8993.55,0.8294,lm-2
1018,13,51,error,error,error,error
1019,13,52,715.91,3683.38,0.8056,lm-1
1020,13,54,56.19,34.0,-0.6528,lm-3
1021,13,55,2317.45,12714.46,0.8177,lm-1
1022,13,56,2126.62,3407.27,0.3759,lm-1
1023,13,58,3177.06,9823.05,0.6766,lm-1
1024,13,59,114.4,374.95,0.6949,lm-2
1025,13,60,191.09,855.44,0.7766,lm-1
1026,13,67,1077.47,14606.8,0.9262,lm-3
1027,13,71,1056.61,9219.91,0.8854,lm-1
1028,13,72,7652.66,65641.85,0.8834,lm-1
1029,13,74,4043.88,31968.85,0.8735,lm-2
1030,13,77,error,error,error,error
1031,13,78,error,error,error,error
1032,13,79,3862.06,53361.02,0.9276,lm-3
1033,13,80,903.11,19875.99,0.9546,lm-1
1034,13,81,3327.64,35562.53,0.9064,lm-1
1035,13,82,2208.79,32648.47,0.9323,lm-1
1036,13,83,410.15,4585.58,0.9106,lm-1
1037,13,85,749.26,4059.45,0.8154,lm-1
1038,13,87,1696.79,18702.57,0.9093,lm-1
1039,13,90,6302.85,121620.36,0.9482,lm-1
1040,13,91,2286.57,83023.48,0.9725,lm-2
1041,13,92,12115.71,174466.9,0.9306,lm-1
1042,13,93,3984.02,53721.22,0.9258,lm-1
1043,13,94,5602.04,82385.64,0.932,lm-1
1044,13,95,10391.49,150245.12,0.9308,lm-1
1045,13,96,991.46,10480.51,0.9054,lm-3
1046,13,97,1658.43,30617.24,0.9458,lm-1
1047,13,98,1099.12,14666.92,0.9251,lm-2
1048,13,99,1155.6,129.02,-7.957,lm-1
1049,13,39,error,error,error,error
1050,13,50,500.98,2121.76,0.7639,lm-2
1051,13,43,error,error,error,error
1052,13,65,error,error,error,error
1053,14,1,5635.36,21388.52,0.7365,lm-3
1054,14,2,15012.12,64896.22,0.7687,lm-1
1055,14,3,9735.63,24642.12,0.6049,lm-1
1056,14,4,10053.7,43727.16,0.7701,lm-1
1057,14,5,3486.3,21309.66,0.8364,lm-1
1058,14,6,1350.3,3714.29,0.6365,lm-1
1059,14,7,9606.32,34949.05,0.7251,lm-1
1060,14,8,9060.19,44251.51,0.7953,lm-3
1061,14,9,5307.02,19333.01,0.7255,lm-1
1062,14,10,3619.21,16223.53,0.7769,lm-1
1063,14,11,5396.76,17721.48,0.6955,lm-2
1064,14,12,734.66,4724.08,0.8445,lm-1
1065,14,13,7289.7,50952.1,0.8569,lm-1
1066,14,14,2480.08,18600.73,0.8667,lm-1
1067,14,16,9890.96,21446.53,0.5388,lm-1
1068,14,17,2766.77,18344.84,0.8492,lm-1
1069,14,18,2747.3,6709.44,0.5905,lm-1
1070,14,19,3132.29,1777.99,-0.7617,lm-1
1071,14,20,1458.97,9562.95,0.8474,lm-1
1072,14,21,1056.16,6715.6,0.8427,lm-1
1073,14,22,2514.8,15014.96,0.8325,lm-1
1074,14,23,4484.31,29997.32,0.8505,lm-1
1075,14,24,1543.56,8026.65,0.8077,lm-1
1076,14,25,2065.44,11365.05,0.8183,lm-1
1077,14,26,2021.93,9635.64,0.7902,lm-2
1078,14,27,364.28,1958.16,0.814,lm-3
1079,14,28,134.75,823.12,0.8363,lm-1
1080,14,29,852.46,7408.88,0.8849,lm-3
1081,14,30,619.75,5241.39,0.8818,lm-1
1082,14,31,1039.7,3881.62,0.7321,lm-1
1083,14,32,2509.77,8381.41,0.7006,lm-3
1084,14,33,1528.78,8599.82,0.8222,lm-3
1085,14,34,2487.16,22158.4,0.8878,lm-1
1086,14,35,718.3,3392.1,0.7882,lm-1
1087,14,36,784.35,2643.23,0.7033,lm-2
1088,14,37,error,error,error,error
1089,14,38,22312.22,82916.23,0.7309,lm-2
1090,14,40,13285.52,65938.07,0.7985,lm-1
1091,14,41,1336.83,3303.47,0.5953,lm-1
1092,14,42,1446.34,6610.22,0.7812,lm-2
1093,14,44,641.93,4422.84,0.8549,lm-3
1094,14,45,error,error,error,error
1095,14,46,4440.28,27478.3,0.8384,lm-3
1096,14,47,error,error,error,error
1097,14,48,error,error,error,error
1098,14,49,1766.68,11583.44,0.8475,lm-2
1099,14,51,7.28,8.82,0.175,lm-2
1100,14,52,552.77,1935.23,0.7144,lm-3
1101,14,54,102.35,26.57,-2.8521,lm-3
1102,14,55,3190.04,8998.61,0.6455,lm-1
1103,14,56,759.32,1978.8,0.6163,lm-1
1104,14,58,6130.17,12849.68,0.5229,lm-3
1105,14,59,125.81,242.33,0.4808,lm-2
1106,14,60,135.59,323.53,0.5809,lm-1
1107,14,67,1237.76,10583.27,0.883,lm-1
1108,14,71,1595.68,8208.38,0.8056,lm-1
1109,14,72,21986.13,67903.7,0.6762,lm-1
1110,14,74,5029.97,19939.32,0.7477,lm-3
1111,14,77,error,error,error,error
1112,14,78,error,error,error,error
1113,14,79,5375.2,31568.57,0.8297,lm-1
1114,14,80,3675.83,29901.27,0.8771,lm-1
1115,14,81,5953.09,32025.85,0.8141,lm-3
1116,14,82,8098.85,21792.3,0.6284,lm-1
1117,14,83,1171.02,8534.84,0.8628,lm-1
1118,14,85,560.26,1826.62,0.6933,lm-1
1119,14,87,2208.3,17787.76,0.8759,lm-3
1120,14,90,17338.63,87839.9,0.8026,lm-1
1121,14,91,6494.5,72744.27,0.9107,lm-1
1122,14,92,25608.56,150836.79,0.8302,lm-3
1123,14,93,8615.88,50670.69,0.83,lm-1
1124,14,94,6405.23,51773.43,0.8763,lm-1
1125,14,95,20139.67,116859.76,0.8277,lm-3
1126,14,96,3.24,3.79,0.1463,lm-3
1127,14,97,3773.09,20849.91,0.819,lm-3
1128,14,98,3596.13,14071.15,0.7444,lm-3
1129,14,99,1038.56,178.63,-4.8139,lm-1
1130,14,39,error,error,error,error
1131,14,50,420.12,1899.63,0.7788,lm-3
1132,14,43,error,error,error,error
1133,14,65,error,error,error,error
1134,15,1,2428.45,11169.18,0.7826,lm-3
1135,15,2,1640.39,25427.21,0.9355,lm-2
1136,15,3,2210.13,14109.66,0.8434,lm-3
1137,15,4,610.69,13712.2,0.9555,lm-1
1138,15,5,2925.89,11282.98,0.7407,lm-1
1139,15,6,773.58,2506.23,0.6913,lm-3
1140,15,7,1829.05,17415.04,0.895,lm-1
1141,15,8,851.75,20551.38,0.9586,lm-2
1142,15,9,2648.77,19480.42,0.864,lm-3
1143,15,10,852.65,11478.12,0.9257,lm-2
1144,15,11,7988.78,16247.69,0.5083,lm-1
1145,15,12,379.1,4113.14,0.9078,lm-3
1146,15,13,894.62,18998.79,0.9529,lm-1
