,Store,Department,Periods Available,Additive Model RSME,Additive Model Accuracy,Multiplicative Model RMSE,Mulitplicative Model Accuracy,Additive vs. Multiplicative
480,6,98,143,1509.28,0.8508,1254.57,0.876,Multiplicative
481,6,99,40,error,error,error,error,error
482,6,39,0,error,error,error,error,error
483,6,50,0,error,error,error,error,error
484,6,43,0,error,error,error,error,error
485,6,65,0,error,error,error,error,error
486,7,1,143,3494.62,0.6017,2347.56,0.7325,Multiplicative
487,7,2,143,2065.89,0.912,1398.17,0.9404,Multiplicative
488,7,3,143,1218.27,0.8741,1187.03,0.8773,Multiplicative
489,7,4,143,2198.82,0.8607,2923.75,0.8148,Additive
490,7,5,143,2301.38,0.7809,2637.21,0.749,Additive
491,7,6,143,1720.46,0.6434,1098.58,0.7723,Multiplicative
492,7,7,143,1829.71,0.8191,1816.96,0.8203,Multiplicative
493,7,8,143,2944.61,0.7987,2403.64,0.8357,Multiplicative
494,7,9,143,7103.69,0.8278,5774.39,0.86,Multiplicative
495,7,10,143,2133.66,0.8885,1987.85,0.8961,Multiplicative
496,7,11,143,3018.33,0.7813,3951.07,0.7137,Additive
497,7,12,143,1591.63,0.7444,1825.12,0.7069,Additive
498,7,13,143,852.8,0.9456,750.93,0.9521,Multiplicative
499,7,14,143,897.54,0.9079,1005.84,0.8968,Additive
500,7,16,143,4737.85,0.7667,5089.11,0.7494,Additive
501,7,17,143,2118.33,0.5676,1348.63,0.7247,Multiplicative
502,7,18,95,error,error,error,error,error
503,7,19,52,error,error,error,error,error
504,7,20,143,960.46,0.7136,1345.55,0.5987,Additive
505,7,21,143,465.83,0.7765,577.44,0.7229,Additive
506,7,22,143,1084.5,0.8414,1361.51,0.8009,Additive
507,7,23,143,3258.76,0.7595,4394.52,0.6756,Additive
508,7,24,143,715.09,0.6904,500.2,0.7834,Multiplicative
509,7,25,143,1269.85,0.7493,1447.2,0.7142,Additive
510,7,26,143,642.64,0.6635,606.14,0.6826,Multiplicative
511,7,27,143,247.97,0.6612,218.67,0.7012,Multiplicative
512,7,28,143,196.46,-0.072,1164.46,-5.3541,Additive
513,7,29,143,516.34,0.5786,338.45,0.7238,Multiplicative
514,7,30,143,262.79,0.7783,251.41,0.7879,Multiplicative
515,7,31,143,1232.38,0.1689,923.62,0.3771,Multiplicative
516,7,32,143,2545.86,0.3661,821.25,0.7955,Multiplicative
517,7,33,143,461.39,0.8037,874.43,0.6279,Additive
518,7,34,143,3248.43,0.2848,1096.0,0.7587,Multiplicative
519,7,35,143,149.23,0.1966,95.68,0.4849,Multiplicative
520,7,36,143,1586.89,-0.146,751.33,0.4574,Multiplicative
521,7,37,0,error,error,error,error,error
522,7,38,143,4417.32,0.8562,4409.85,0.8565,Multiplicative
523,7,40,143,2018.93,0.9343,1748.81,0.9431,Multiplicative
524,7,41,143,632.6,0.6717,2212.47,-0.1482,Additive
525,7,42,143,1321.08,0.8076,1695.89,0.753,Additive
526,7,44,143,875.54,0.7447,599.27,0.8253,Multiplicative
527,7,45,85,error,error,error,error,error
528,7,46,143,2772.26,0.8241,1773.55,0.8875,Multiplicative
529,7,47,16,error,error,error,error,error
530,7,48,83,error,error,error,error,error
531,7,49,76,error,error,error,error,error
532,7,51,39,error,error,error,error,error
533,7,52,143,3465.49,-2.1708,841.76,0.2298,Multiplicative
534,7,54,125,error,error,error,error,error
535,7,55,143,error,error,error,error,error
536,7,56,143,6609.67,0.4077,40323.4,-2.6134,Additive
537,7,58,100,error,error,error,error,error
538,7,59,117,error,error,error,error,error
539,7,60,143,104.77,-0.0741,37.9,0.6115,Multiplicative
540,7,67,143,979.64,0.7593,1070.88,0.7368,Additive
541,7,71,143,493.28,0.7732,561.92,0.7416,Additive
542,7,72,143,7180.72,0.8189,5780.81,0.8542,Multiplicative
543,7,74,143,930.42,0.9105,1152.25,0.8891,Additive
544,7,77,4,error,error,error,error,error
545,7,78,1,error,error,error,error,error
546,7,79,143,620.35,0.8941,644.61,0.89,Additive
547,7,80,135,319.49,0.4166,323471.51,-589.6397,Additive
548,7,81,143,691.85,0.8965,795.52,0.881,Additive
549,7,82,143,1170.79,0.8724,1589.89,0.8267,Additive
550,7,83,140,157.75,0.7512,617.82,0.0256,Additive
551,7,85,143,449.65,0.7664,1060.13,0.4493,Additive
552,7,87,143,3967.14,0.6916,11868.54,0.0774,Additive
553,7,90,143,9656.91,0.351,15172.89,-0.0196,Additive
554,7,91,143,9727.53,0.0784,36824.23,-2.4888,Additive
555,7,92,143,4602.71,0.8326,5913.21,0.7849,Additive
556,7,93,143,924.94,0.4597,542.78,0.6829,Multiplicative
557,7,94,115,error,error,error,error,error
558,7,95,143,10126.46,0.7315,10817.12,0.7132,Additive
559,7,96,143,1609.41,-0.425,977.15,0.1348,Multiplicative
560,7,97,143,3566.02,0.2574,1503.6,0.6869,Multiplicative
561,7,98,141,273.21,0.0454,1387.98,-3.8495,Additive
562,7,99,1,error,error,error,error,error
563,7,39,0,error,error,error,error,error
564,7,50,0,error,error,error,error,error
565,7,43,0,error,error,error,error,error
566,7,65,0,error,error,error,error,error
567,8,1,143,6550.11,0.4936,6263.28,0.5158,Multiplicative
568,8,2,143,12194.99,0.6581,10789.55,0.6975,Multiplicative
569,8,3,143,error,error,error,error,error
570,8,4,143,1084.26,0.9506,1114.54,0.9492,Additive
571,8,5,143,6338.68,0.614,3258.04,0.8016,Multiplicative
572,8,6,143,1029.96,0.6188,953.11,0.6473,Multiplicative
573,8,7,143,5248.61,0.7236,3781.54,0.8009,Multiplicative
574,8,8,143,1951.29,0.9309,1551.35,0.9451,Multiplicative
575,8,9,143,error,error,error,error,error
576,8,10,143,2874.22,0.8641,2406.32,0.8862,Multiplicative
577,8,11,143,3638.52,0.8023,3727.39,0.7974,Additive
578,8,12,143,876.46,0.8913,1193.22,0.8521,Additive
579,8,13,143,1548.85,0.9394,1506.33,0.9411,Multiplicative
580,8,14,143,1508.48,0.8425,1604.37,0.8325,Additive
581,8,16,143,6454.88,0.7164,4493.19,0.8026,Multiplicative
582,8,17,143,1018.35,0.8472,886.93,0.8669,Multiplicative
583,8,18,116,error,error,error,error,error
584,8,19,143,330.52,0.3948,495.21,0.0932,Additive
585,8,20,143,729.59,0.8192,1696.88,0.5795,Additive
586,8,21,143,643.33,0.8289,422.36,0.8876,Multiplicative
587,8,22,143,1363.97,0.7971,1322.61,0.8032,Multiplicative
588,8,23,143,2179.26,0.8471,2041.77,0.8568,Multiplicative
589,8,24,143,1713.66,0.6222,1715.16,0.6219,Additive
590,8,25,143,2632.49,0.5942,2152.42,0.6682,Multiplicative
591,8,26,143,1356.82,0.7283,1109.19,0.7778,Multiplicative
592,8,27,143,161.67,0.7749,343.24,0.5221,Additive
593,8,28,143,95.29,0.5989,76.75,0.6769,Multiplicative
594,8,29,143,488.3,0.7959,405.35,0.8306,Multiplicative
595,8,30,143,377.18,0.83,385.61,0.8262,Additive
596,8,31,143,582.63,0.6012,598.2,0.5906,Additive
597,8,32,143,1947.62,0.589,1866.86,0.6061,Multiplicative
598,8,33,143,1791.29,0.6874,1655.73,0.7111,Multiplicative
599,8,34,143,1281.37,0.8394,4850.34,0.3922,Additive
600,8,35,143,705.27,0.5804,347.86,0.793,Multiplicative
601,8,36,143,528.95,0.4144,722.28,0.2004,Additive
602,8,37,143,519.95,0.7491,459.47,0.7783,Multiplicative
603,8,38,143,7219.69,0.8837,12025.25,0.8063,Additive
604,8,40,143,2058.57,0.9455,1837.74,0.9513,Multiplicative
605,8,41,143,525.44,0.5714,91708.09,-73.8102,Additive
606,8,42,143,684.77,0.8733,707.81,0.869,Additive
607,8,44,143,697.9,0.804,678.43,0.8095,Multiplicative
608,8,45,14,error,error,error,error,error
609,8,46,143,1257.83,0.9306,1549.98,0.9145,Additive
610,8,47,12,error,error,error,error,error
611,8,48,0,error,error,error,error,error
612,8,49,143,1429.72,0.3603,1065.47,0.5233,Multiplicative
613,8,51,6,error,error,error,error,error
614,8,52,143,991.05,0.2542,552.81,0.584,Multiplicative
615,8,54,127,error,error,error,error,error
616,8,55,143,833.1,0.843,1191.7,0.7754,Additive
617,8,56,143,2702.9,0.5992,2610.17,0.6129,Multiplicative
618,8,58,131,2145.06,-1.5425,1703.43,-1.019,Multiplicative
619,8,59,143,498.98,-2.1971,216.12,-0.3847,Multiplicative
620,8,60,143,error,error,error,error,error
621,8,67,143,1930.82,0.6534,2292.24,0.5885,Additive
622,8,71,143,670.43,0.6328,603.43,0.6695,Multiplicative
623,8,72,143,7071.49,0.7691,6554.93,0.786,Multiplicative
624,8,74,143,1599.31,0.8189,2033.94,0.7697,Additive
625,8,77,3,error,error,error,error,error
626,8,78,10,error,error,error,error,error
627,8,79,143,2407.21,0.8918,2510.47,0.8871,Additive
628,8,80,143,847.67,0.9103,651.84,0.9311,Multiplicative
629,8,81,143,890.1,0.9309,839.07,0.9349,Multiplicative
630,8,82,143,2200.38,0.8429,2223.0,0.8413,Additive
631,8,83,143,585.99,0.7847,646.86,0.7624,Additive
632,8,85,143,475.66,0.7598,390.25,0.803,Multiplicative
633,8,87,143,5181.92,0.7901,19935.06,0.1925,Additive
634,8,90,143,2467.22,0.9386,2863.98,0.9287,Additive
635,8,91,143,2937.89,0.9078,2086.43,0.9345,Multiplicative
636,8,92,143,3098.4,0.9498,3695.09,0.9401,Additive
637,8,93,143,2089.31,0.9294,2279.71,0.9229,Additive
638,8,94,143,6782.75,0.7466,4732.68,0.8232,Multiplicative
639,8,95,143,2812.24,0.9569,2916.69,0.9553,Additive
640,8,96,3,error,error,error,error,error
641,8,97,143,880.99,0.9498,884.68,0.9496,Additive
642,8,98,143,809.3,0.8856,847.0,0.8803,Additive
643,8,99,35,error,error,error,error,error
644,8,39,0,error,error,error,error,error
645,8,50,0,error,error,error,error,error
646,8,43,0,error,error,error,error,error
647,8,65,0,error,error,error,error,error
648,9,1,143,4453.56,0.6199,4601.78,0.6073,Additive
649,9,2,143,error,error,error,error,error
650,9,3,143,4491.64,0.4908,4783.54,0.4577,Additive
651,9,4,143,1110.11,0.9389,958.9,0.9472,Multiplicative
652,9,5,143,2773.18,0.8342,4837.29,0.7108,Additive
653,9,6,143,746.67,0.6527,993.99,0.5377,Additive
654,9,7,143,2123.95,0.8391,2439.26,0.8153,Additive
655,9,8,143,2548.56,0.8909,1832.59,0.9216,Multiplicative
656,9,9,143,2377.79,0.8519,2479.55,0.8456,Additive
657,9,10,143,1258.6,0.9141,1501.59,0.8975,Additive
658,9,11,143,3648.95,0.7834,3527.25,0.7906,Multiplicative
659,9,12,143,1072.13,0.8533,1044.15,0.8571,Multiplicative
660,9,13,143,1232.44,0.9471,1221.32,0.9476,Multiplicative
661,9,14,143,1103.2,0.8333,1562.78,0.7638,Additive
662,9,16,143,error,error,error,error,error
663,9,17,143,611.51,0.8775,608.12,0.8782,Multiplicative
664,9,18,110,error,error,error,error,error
665,9,19,143,571.99,0.6075,577.82,0.6035,Additive
666,9,20,143,554.2,0.7993,567.02,0.7947,Additive
667,9,21,143,1962.76,0.4325,704.95,0.7962,Multiplicative
668,9,22,143,1016.73,0.8098,1711.53,0.6797,Additive
669,9,23,143,1532.09,0.8711,1684.14,0.8583,Additive
670,9,24,143,1335.57,0.484,1717.29,0.3365,Additive
671,9,25,143,1500.4,0.6866,1624.6,0.6606,Additive
672,9,26,143,1178.0,0.7042,1267.55,0.6817,Additive
673,9,27,143,183.55,0.6861,181.36,0.6898,Multiplicative
674,9,28,143,error,error,error,error,error
675,9,29,143,531.79,0.7124,463.16,0.7495,Multiplicative
676,9,30,143,446.97,0.7251,340.68,0.7904,Multiplicative
677,9,31,143,796.3,0.1106,817.1,0.0873,Additive
678,9,32,143,1384.03,0.6434,1835.88,0.527,Additive
679,9,33,143,714.43,0.7555,763.38,0.7387,Additive
680,9,34,143,1778.98,0.6835,1238.47,0.7797,Multiplicative
681,9,35,143,499.49,0.6295,368.39,0.7268,Multiplicative
682,9,36,142,error,error,error,error,error
683,9,37,0,error,error,error,error,error
684,9,38,143,14756.52,0.8,11735.97,0.841,Multiplicative
685,9,40,143,8675.47,0.7025,5931.7,0.7966,Multiplicative
686,9,41,143,328.17,0.659,843.55,0.1236,Additive
687,9,42,143,920.66,0.7166,833.66,0.7434,Multiplicative
688,9,44,143,664.4,0.8174,517.6,0.8577,Multiplicative
689,9,45,17,error,error,error,error,error
690,9,46,143,635.73,0.9153,919.86,0.8775,Additive
691,9,47,18,error,error,error,error,error
692,9,48,66,error,error,error,error,error
693,9,49,69,error,error,error,error,error
694,9,51,3,error,error,error,error,error
695,9,52,143,314.73,0.8157,307.63,0.8198,Multiplicative
696,9,54,100,error,error,error,error,error
697,9,55,143,1142.38,0.8272,981.21,0.8516,Multiplicative
698,9,56,141,61612.66,-19.8426,92961.99,-30.4475,Additive
699,9,58,0,error,error,error,error,error
700,9,59,117,error,error,error,error,error
701,9,60,101,error,error,error,error,error
702,9,67,143,1142.83,0.6842,1243.72,0.6563,Additive
703,9,71,143,454.78,0.5947,519.76,0.5368,Additive
704,9,72,143,6019.17,0.7856,6124.11,0.7819,Additive
705,9,74,143,1514.44,0.8031,1579.25,0.7947,Additive
706,9,77,2,error,error,error,error,error
707,9,78,2,error,error,error,error,error
708,9,79,143,1021.24,0.9206,1019.09,0.9207,Multiplicative
709,9,80,15,error,error,error,error,error
710,9,81,143,162.75,0.9386,170.86,0.9355,Additive
711,9,82,143,873.54,0.9161,1587.57,0.8475,Additive
712,9,83,0,error,error,error,error,error
713,9,85,143,310.4,0.6144,292.49,0.6367,Multiplicative
714,9,87,143,error,error,error,error,error
715,9,90,143,331.28,0.899,417.06,0.8728,Additive
716,9,91,143,225.98,0.789,328.02,0.6937,Additive
717,9,92,143,1331.56,0.9204,1343.11,0.9197,Additive
718,9,93,2,error,error,error,error,error
719,9,94,74,error,error,error,error,error
720,9,95,143,2884.61,0.9198,4393.85,0.8779,Additive
721,9,96,143,772.24,0.8109,1207.71,0.7043,Additive
722,9,97,9,error,error,error,error,error
723,9,98,14,error,error,error,error,error
724,9,99,0,error,error,error,error,error
725,9,39,0,error,error,error,error,error
726,9,50,0,error,error,error,error,error
727,9,43,0,error,error,error,error,error
728,9,65,0,error,error,error,error,error
729,10,1,143,25276.76,0.2723,18340.38,0.472,Multiplicative
730,10,2,143,5998.92,0.9434,4584.09,0.9567,Multiplicative
731,10,3,143,11070.91,0.6795,10690.61,0.6905,Multiplicative
732,10,4,143,error,error,error,error,error
733,10,5,143,31312.79,0.2757,12096.5,0.7202,Multiplicative
734,10,6,143,1660.14,0.7838,2684.63,0.6503,Additive
735,10,7,143,9721.16,0.7954,6500.56,0.8632,Multiplicative
736,10,8,143,3284.03,0.9616,2973.56,0.9652,Multiplicative
737,10,9,143,error,error,error,error,error
738,10,10,143,3028.26,0.9393,3029.0,0.9393,Additive
739,10,11,143,3315.9,0.8985,3201.01,0.9021,Multiplicative
740,10,12,143,713.85,0.9246,747.66,0.921,Additive
741,10,13,143,2724.67,0.9555,2802.65,0.9543,Additive
742,10,14,143,3286.14,0.9099,3004.93,0.9176,Multiplicative
743,10,16,143,15748.23,0.5476,3755.61,0.8921,Multiplicative
744,10,17,143,1897.48,0.9281,2130.94,0.9192,Additive
745,10,18,105,error,error,error,error,error
746,10,19,143,712.49,0.7555,621.42,0.7868,Multiplicative
747,10,20,143,1227.32,0.9215,1231.09,0.9213,Additive
748,10,21,143,1276.05,0.8571,780.37,0.9126,Multiplicative
749,10,22,143,4658.62,0.803,4439.79,0.8123,Multiplicative
750,10,23,143,5629.76,0.913,5954.35,0.908,Additive
751,10,24,143,4658.21,0.6756,4996.34,0.6521,Additive
752,10,25,143,2013.67,0.9014,1992.05,0.9025,Multiplicative
753,10,26,143,2227.92,0.852,2533.49,0.8317,Additive
754,10,27,143,494.77,0.8672,438.21,0.8824,Multiplicative
755,10,28,143,280.63,0.6974,177.25,0.8089,Multiplicative
756,10,29,143,1507.41,0.9027,1368.79,0.9117,Multiplicative
757,10,30,143,1158.28,0.8903,1257.08,0.881,Additive
758,10,31,143,error,error,error,error,error
759,10,32,143,3264.54,0.824,3024.5,0.837,Multiplicative
760,10,33,143,4288.55,0.6913,4729.42,0.6595,Additive
761,10,34,143,3456.33,0.9186,3716.1,0.9125,Additive
762,10,35,143,2338.41,0.7397,2926.92,0.6742,Additive
763,10,36,143,error,error,error,error,error
764,10,37,143,461.48,0.8789,454.5,0.8807,Multiplicative
765,10,38,143,39868.56,0.5467,36451.96,0.5855,Multiplicative
766,10,40,143,6961.83,0.9282,4425.47,0.9544,Multiplicative
767,10,41,143,2079.46,0.8219,2164.35,0.8146,Additive
768,10,42,143,897.16,0.9251,904.45,0.9245,Additive
769,10,44,143,836.58,0.901,787.47,0.9068,Multiplicative
770,10,45,79,error,error,error,error,error
771,10,46,143,3209.55,0.9413,3204.24,0.9414,Multiplicative
772,10,47,36,error,error,error,error,error
773,10,48,143,1441.44,0.4972,1351.21,0.5286,Multiplicative
774,10,49,143,2572.18,0.8713,2662.3,0.8668,Additive
775,10,51,13,error,error,error,error,error
776,10,52,143,1103.16,0.7392,1105.92,0.7385,Additive
777,10,54,139,error,error,error,error,error
778,10,55,143,2721.57,0.7924,5016.21,0.6174,Additive
779,10,56,143,820.69,0.3674,879.66,0.322,Additive
780,10,58,143,1888.05,0.5433,2013.56,0.5129,Additive
781,10,59,143,1589.57,-5.1055,660.76,-1.538,Multiplicative
782,10,60,142,172.18,0.6547,373647802049.97,-749318763.7648,Additive
783,10,67,143,4311.23,0.6526,3706.05,0.7014,Multiplicative
784,10,71,143,2914.01,0.8102,5234.0,0.6592,Additive
785,10,72,143,error,error,error,error,error
786,10,74,143,2988.54,0.9252,2899.94,0.9274,Multiplicative
787,10,77,1,error,error,error,error,error
788,10,78,8,error,error,error,error,error
789,10,79,143,4551.91,0.8719,4895.19,0.8623,Additive
790,10,80,143,236.32,0.2908,16541.5,-48.6419,Additive
791,10,81,143,1811.94,0.8235,2000.0,0.8052,Additive
792,10,82,143,2388.7,0.8935,2585.37,0.8848,Additive
793,10,83,143,error,error,error,error,error
794,10,85,143,390.55,0.8614,400.06,0.858,Additive
795,10,87,143,3177.93,0.8888,2988.69,0.8954,Multiplicative
796,10,90,143,1380.87,0.9043,1555.94,0.8922,Additive
797,10,91,143,793.31,0.9353,840.92,0.9314,Additive
798,10,92,143,4164.26,0.9191,4254.32,0.9173,Additive
799,10,93,143,396.08,0.6816,257.87,0.7927,Multiplicative
800,10,94,101,error,error,error,error,error
801,10,95,143,5849.84,0.9188,4909.53,0.9319,Multiplicative
802,10,96,143,1032.47,0.9186,1287.6,0.8985,Additive
803,10,97,143,632.12,0.8746,297.09,0.9411,Multiplicative
804,10,98,110,error,error,error,error,error
805,10,99,0,error,error,error,error,error
806,10,39,0,error,error,error,error,error
807,10,50,143,error,error,error,error,error
808,10,43,0,error,error,error,error,error
809,10,65,0,error,error,error,error,error
810,11,1,143,11704.13,0.3574,10310.93,0.4339,Multiplicative
811,11,2,143,5704.37,0.9005,5046.03,0.912,Multiplicative
812,11,3,143,6402.42,0.6877,6618.29,0.6771,Additive
813,11,4,143,1669.77,0.9435,1622.45,0.9451,Multiplicative
814,11,5,143,7944.4,0.7398,6902.65,0.7739,Multiplicative
815,11,6,143,1590.43,0.5746,1072.15,0.7132,Multiplicative
816,11,7,143,5811.0,0.8127,10012.25,0.6772,Additive
817,11,8,143,1715.45,0.9521,1575.0,0.956,Multiplicative
818,11,9,143,2315.15,0.885,2203.11,0.8906,Multiplicative
819,11,10,143,2373.46,0.9042,2732.36,0.8897,Additive
820,11,11,143,2336.61,0.8658,2771.63,0.8408,Additive
821,11,12,143,606.98,0.8608,566.34,0.8701,Multiplicative
822,11,13,143,2218.73,0.9479,2373.77,0.9442,Additive
823,11,14,143,2646.93,0.8867,2299.63,0.9016,Multiplicative
824,11,16,143,error,error,error,error,error
825,11,17,143,1761.1,0.8602,1398.32,0.889,Multiplicative
826,11,18,126,error,error,error,error,error
827,11,19,82,error,error,error,error,error
828,11,20,143,1094.89,0.893,1333.29,0.8697,Additive
829,11,21,143,720.17,0.901,807.28,0.889,Additive
830,11,22,143,1700.6,0.8878,1754.52,0.8843,Additive
831,11,23,143,3084.0,0.9099,3389.96,0.9009,Additive
832,11,24,143,2509.86,0.7103,3356.39,0.6126,Additive
833,11,25,143,3467.01,0.724,2893.32,0.7697,Multiplicative
834,11,26,143,2109.7,0.7909,2490.07,0.7532,Additive
835,11,27,143,398.15,0.7932,382.05,0.8016,Multiplicative
836,11,28,143,143.27,0.8011,108.96,0.8487,Multiplicative
837,11,29,143,1011.17,0.8788,1067.69,0.872,Additive
838,11,30,143,1043.78,0.8357,941.39,0.8518,Multiplicative
839,11,31,143,969.46,0.6338,650.75,0.7542,Multiplicative
840,11,32,143,1808.85,0.8068,1961.01,0.7905,Additive
841,11,33,143,1804.35,0.7779,1958.82,0.7588,Additive
842,11,34,143,3700.71,0.8428,3618.72,0.8463,Multiplicative
843,11,35,143,1351.38,0.7086,1669.99,0.6399,Additive
844,11,36,143,854.37,0.7384,1057.74,0.6762,Additive
845,11,37,143,379.56,0.9077,416.95,0.8987,Additive
846,11,38,143,9816.23,0.8583,9516.69,0.8626,Multiplicative
847,11,40,143,1841.84,0.9662,2081.71,0.9618,Additive
848,11,41,143,605.64,0.4155,731.23,0.2943,Additive
849,11,42,143,658.93,0.9015,920.7,0.8624,Additive
850,11,44,143,704.74,0.8874,1110.65,0.8226,Additive
851,11,45,71,error,error,error,error,error
852,11,46,143,1985.26,0.9299,2079.11,0.9265,Additive
853,11,47,25,error,error,error,error,error
854,11,48,4,error,error,error,error,error
855,11,49,143,2053.7,0.7555,2195.65,0.7386,Additive
856,11,51,30,error,error,error,error,error
857,11,52,143,512.8,0.8249,1440.62,0.5082,Additive
858,11,54,139,error,error,error,error,error
859,11,55,143,1488.09,0.8281,1257.91,0.8547,Multiplicative
860,11,56,143,2121.6,0.2197,1942.35,0.2856,Multiplicative
861,11,58,143,error,error,error,error,error
862,11,59,143,627.0,-0.8343,610.59,-0.7863,Multiplicative
863,11,60,84,error,error,error,error,error
864,11,67,143,3304.13,0.66,3506.6,0.6392,Additive
865,11,71,143,1808.67,0.8302,1521.49,0.8571,Multiplicative
866,11,72,143,13102.79,0.8004,11240.01,0.8288,Multiplicative
867,11,74,143,1868.83,0.9154,1869.42,0.9153,Additive
868,11,77,5,error,error,error,error,error
869,11,78,6,error,error,error,error,error
870,11,79,143,4095.34,0.8712,3628.77,0.8859,Multiplicative
871,11,80,143,812.63,0.9439,917.69,0.9367,Additive
872,11,81,143,713.25,0.9465,730.08,0.9452,Additive
873,11,82,143,2514.82,0.8914,2713.68,0.8828,Additive
874,11,83,143,401.4,0.879,410.23,0.8763,Additive
875,11,85,143,469.32,0.7264,363.29,0.7882,Multiplicative
876,11,87,143,1842.0,0.8931,2148.87,0.8752,Additive
877,11,90,143,2160.11,0.9565,2419.4,0.9513,Additive
878,11,91,143,2029.65,0.9518,2475.83,0.9412,Additive
879,11,92,143,5636.68,0.9289,5689.31,0.9283,Additive
880,11,93,143,2658.32,0.9227,3438.1,0.9,Additive
